school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,G1_scale,G2_scale,G3_scale,subject,GT_scale,G1_scale_rank,G2_scale_rank,G3_scale_rank,GT_scale_rank,G1_scale_rank_bin,G2_scale_rank_bin,G3_scale_rank_bin,GT_scale_rank_bin
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12,0.21906372195515192,0.4911367513733601,0.029115833970156463,port,0.25848180180771657,388,280,486,415,4,4,5,4
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,11,10,10,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,port,-0.445842253894081,509,721,778,688,5,6,6,6
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16,1.677241727584828,1.5215712933172525,1.2682093583394383,port,1.5617726565786254,44,56,71,58,2,2,2,2
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,10,10,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,port,-0.5732953056293772,651,721,778,747,6,6,6,6
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,10,10,10,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,port,-0.5732953056293772,651,721,778,747,6,6,6,6
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,0.5836082233625709,0.8346149320213242,0.6486625961547973,port,0.7226302841073283,281,189,232,246,4,3,3,4
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,port,-0.21008538022717343,388,721,614,582,4,6,5,5
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,1.3126972261774088,1.1780931126692884,0.6486625961547973,port,1.0976241742790136,88,94,232,145,2,2,3,3
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,0.5836082233625709,0.8346149320213242,0.6486625961547973,port,0.7226302841073283,281,189,232,246,4,3,3,4
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,port,-0.21745064526137675,509,568,614,588,5,5,5,5
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,-1.2391142836745241,-0.5392977905705323,-0.5904309282144844,port,-0.8282014090999696,920,721,778,848,7,6,6,7
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,2.4063307303996657,1.8650494739652166,1.887756120524079,port,2.1533741906135333,5,31,4,13,1,1,1,1
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,port,-0.6933830923304701,651,836,778,794,6,7,6,6
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,1.677241727584828,0.8346149320213242,0.6486625961547973,port,1.1049894393132171,44,189,232,143,2,3,3,3
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,1.677241727584828,1.1780931126692884,1.2682093583394383,port,1.4416848698775326,44,94,71,76,2,2,2,2
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,0.9481527247699899,0.8346149320213242,0.9584359772471177,port,0.9583871577742358,147,189,156,183,3,3,3,3
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,port,-0.08999759352608058,388,568,614,540,4,5,5,5
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,0.9481527247699899,0.4911367513733601,0.6486625961547973,port,0.7299955491415318,147,280,232,237,3,4,3,3
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,0.9481527247699899,0.8346149320213242,0.6486625961547973,port,0.8500833358426245,147,189,232,206,3,3,3,3
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,0.9481527247699899,0.4911367513733601,0.3388892150624769,port,0.6216917272099204,147,280,357,272,3,4,4,4
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,0.9481527247699899,0.14765857072539595,0.3388892150624769,port,0.5016039405088274,147,401,357,308,3,4,4,4
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,0.21906372195515192,0.4911367513733601,0.3388892150624769,port,0.3667856237393278,388,280,357,368,4,4,4,4
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,port,-0.08999759352608058,388,568,614,540,4,5,5,5
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,-0.874569782267105,-0.8827759712184965,-0.9002043093068048,port,-0.9291399659973777,777,836,884,866,6,7,7,7
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,port,-0.34490369699667295,651,568,614,643,6,5,5,6
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,port,-0.5924445354330621,777,721,614,773,6,6,5,6
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,0.9481527247699899,0.8346149320213242,0.9584359772471177,port,0.9583871577742358,147,189,156,183,3,3,3,3
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,0.5836082233625709,0.14765857072539595,0.3388892150624769,port,0.3741508887735312,281,401,357,358,4,4,4,4
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,-0.510025280859686,-0.1958196099225682,0.029115833970156463,port,-0.2365998750650616,651,568,486,602,6,5,5,5
GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,-0.510025280859686,-0.8827759712184965,-1.2099776903991253,port,-0.9099907361936926,651,836,941,863,6,7,8,7
GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,port,-0.33753843196246963,509,721,614,632,5,6,5,6
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,-0.14548077945226706,0.14765857072539595,0.3388892150624769,port,0.11924478530293878,509,401,357,471,5,4,4,5
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,0.5836082233625709,0.14765857072539595,0.029115833970156463,port,0.2658470668419199,281,401,486,402,4,4,5,4
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,1.3126972261774088,0.4911367513733601,0.6486625961547973,port,0.8574486008768278,88,280,232,204,2,4,3,3
GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11,-0.874569782267105,-0.8827759712184965,-0.28065754712216395,port,-0.7125323221341548,777,836,614,817,6,7,5,7
GP,F,16,U,GT3,A,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11,0.5836082233625709,-0.1958196099225682,-0.28065754712216395,port,0.03745545820921563,281,568,614,498,4,5,5,5
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,port,-0.08999759352608058,388,568,614,540,4,5,5,5
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,0.5836082233625709,0.8346149320213242,0.9584359772471177,port,0.8309341060389397,281,189,156,214,4,3,3,3
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,port,-0.6933830923304701,651,836,778,794,6,7,6,6
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13,0.9481527247699899,0.4911367513733601,0.3388892150624769,port,0.6216917272099204,147,280,357,272,3,4,4,4
GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,port,-0.10914682332976545,509,568,486,556,5,5,5,5
GP,F,18,U,GT3,A,3,2,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,port,-0.08999759352608058,388,568,614,540,4,5,5,5
GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,port,-0.08999759352608058,388,568,614,540,4,5,5,5
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,port,-0.8208361440657662,777,836,778,839,6,7,6,7
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,port,-0.5732953056293772,651,721,778,747,6,6,6,6
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,0.5836082233625709,0.8346149320213242,0.6486625961547973,port,0.7226302841073283,281,189,232,246,4,3,3,4
GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,-1.2391142836745241,-0.8827759712184965,-0.9002043093068048,port,-1.056593017732674,920,836,884,906,7,7,7,7
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,port,-0.4723567487319692,777,568,614,718,6,5,5,6
GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,-0.874569782267105,-1.2262541518664605,-0.9002043093068048,port,-1.0492277526984704,777,929,884,902,6,7,7,7
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,1.3126972261774088,0.4911367513733601,0.3388892150624769,port,0.7491447789452165,88,280,357,231,2,4,4,3
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,port,-0.08999759352608058,388,568,614,540,4,5,5,5
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,0.5836082233625709,0.4911367513733601,0.3388892150624769,port,0.4942386754746241,281,280,357,313,4,4,4,4
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,port,-0.34490369699667295,651,568,614,643,6,5,5,6
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6,-0.874569782267105,-1.5697323325144248,-1.8295244525837662,port,-1.4942270051943973,777,998,987,976,6,8,8,8
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12,0.21906372195515192,0.14765857072539595,0.029115833970156463,port,0.13839401510662366,388,401,486,457,4,4,5,5
GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,port,-0.445842253894081,509,721,778,688,5,6,6,6
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,port,-0.21745064526137675,509,568,614,588,5,5,5,5
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,0.5836082233625709,0.14765857072539595,0.3388892150624769,port,0.3741508887735312,281,401,357,358,4,4,4,4
GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,port,-0.21745064526137675,509,568,614,588,5,5,5,5
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,-0.874569782267105,-0.8827759712184965,-1.2099776903991253,port,-1.0374437879289888,777,836,941,896,6,7,8,7
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,port,-0.08999759352608058,388,568,614,540,4,5,5,5
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0,-0.14548077945226706,-0.8827759712184965,-3.688164739137689,port,-1.6489682599112871,509,836,1030,997,5,7,9,8
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,-0.874569782267105,-0.5392977905705323,-0.5904309282144844,port,-0.7007483573646734,777,721,778,806,6,6,6,7
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,0.5836082233625709,0.4911367513733601,0.3388892150624769,port,0.4942386754746241,281,280,357,313,4,4,4,4
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,-0.14548077945226706,-0.8827759712184965,-0.28065754712216395,port,-0.4576262186635626,509,836,614,703,5,7,5,6
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,0.5836082233625709,0.4911367513733601,0.3388892150624769,port,0.4942386754746241,281,280,357,313,4,4,4,4
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,-1.603658785081943,-1.2262541518664605,-1.2099776903991253,port,-1.412437678100674,986,929,941,965,8,7,8,8
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,port,-0.940923930766859,777,929,778,872,6,7,6,7
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,port,-0.33753843196246963,509,721,614,632,5,6,5,6
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,port,-0.21008538022717343,388,721,614,582,4,6,5,5
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,-0.510025280859686,-0.5392977905705323,-3.378391358045368,port,-1.5480297030138792,651,721,1029,986,6,6,9,8
GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,port,-0.940923930766859,777,929,778,872,6,7,6,7
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,-1.2391142836745241,-1.2262541518664605,-0.9002043093068048,port,-1.1766808044337667,920,929,884,933,7,7,7,8
GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,-1.603658785081943,-1.9132105131623889,-1.2099776903991253,port,-1.65261325150286,986,1015,941,998,8,9,8,8
GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,-1.2391142836745241,-0.8827759712184965,-0.5904309282144844,port,-0.9482891958010625,920,836,778,879,7,7,6,7
GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,-0.874569782267105,-1.2262541518664605,-1.2099776903991253,port,-1.1575315746300816,777,929,941,925,6,7,8,7
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,-1.2391142836745241,-1.2262541518664605,-1.2099776903991253,port,-1.284984626365378,920,929,941,945,7,7,8,8
GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8,-1.2391142836745241,-1.5697323325144248,-1.2099776903991253,port,-1.4050724130664711,920,998,941,962,7,8,8,8
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,port,-0.5924445354330621,777,721,614,773,6,6,5,6
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,2.041786228992247,1.8650494739652166,1.887756120524079,port,2.025921138878237,20,31,4,23,1,1,1,1
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,0.21906372195515192,0.14765857072539595,0.3388892150624769,port,0.246697837038235,388,401,357,421,4,4,4,5
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,1.677241727584828,1.5215712933172525,1.5779827394317587,port,1.6700764785102369,44,56,36,49,2,2,1,2
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,port,-0.8208361440657662,777,836,778,839,6,7,6,7
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,1.677241727584828,1.8650494739652166,1.887756120524079,port,1.8984680871429411,44,31,4,36,2,1,1,1
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,port,-0.5659300405951739,509,836,778,739,5,7,6,6
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,0.9481527247699899,0.4911367513733601,0.3388892150624769,port,0.6216917272099204,147,280,357,272,3,4,4,4
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,0.9481527247699899,0.8346149320213242,0.9584359772471177,port,0.9583871577742358,147,189,156,183,3,3,3,3
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,port,-0.34490369699667295,651,568,614,643,6,5,5,6
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,0.5836082233625709,0.14765857072539595,0.6486625961547973,port,0.48245471070514245,281,401,232,329,4,4,3,4
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,port,-0.5659300405951739,509,836,778,739,5,7,6,6
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,-0.510025280859686,-0.8827759712184965,-0.28065754712216395,port,-0.5850792703988588,651,836,614,766,6,7,5,6
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,-0.14548077945226706,-0.1958196099225682,0.3388892150624769,port,-0.0008430013981541188,509,568,357,525,5,5,4,5
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,port,-0.33753843196246963,509,721,614,632,5,6,5,6
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,-0.14548077945226706,0.14765857072539595,0.3388892150624769,port,0.11924478530293878,509,401,357,471,5,4,4,5
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,2.041786228992247,2.2085276546131807,1.5779827394317587,port,2.0377051036477187,20,2,36,19,1,1,1,1
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,0.9481527247699899,0.4911367513733601,0.6486625961547973,port,0.7299955491415318,147,280,232,237,3,4,3,3
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,0.9481527247699899,1.1780931126692884,1.2682093583394383,port,1.1867787664069402,147,94,71,130,3,2,2,3
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,-0.14548077945226706,0.4911367513733601,0.6486625961547973,port,0.34763639393564305,509,280,232,383,5,4,3,4
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,-0.510025280859686,-0.8827759712184965,-0.28065754712216395,port,-0.5850792703988588,651,836,614,766,6,7,5,6
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,0.5836082233625709,0.8346149320213242,1.2682093583394383,port,0.939237927970551,281,189,71,196,4,3,2,3
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,0.21906372195515192,0.4911367513733601,0.6486625961547973,port,0.4750894456709392,388,280,232,332,4,4,3,4
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,port,-0.8208361440657662,777,836,778,839,6,7,6,7
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,0.21906372195515192,0.14765857072539595,0.3388892150624769,port,0.246697837038235,388,401,357,421,4,4,4,5
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,0.21906372195515192,-0.1958196099225682,0.029115833970156463,port,0.018306228405530756,388,568,486,502,4,5,5,5
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,-0.510025280859686,-0.1958196099225682,0.029115833970156463,port,-0.2365998750650616,651,568,486,602,6,5,5,5
