school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_x,G1_math,G2_math,G3_math,GT_math,G1_scale_math,G2_scale_math,G3_scale_math,GT_scale_math,G1_math_rank,G2_math_rank,G3_math_rank,GT_math_rank,G1_math_rank_bin,G2_math_rank_bin,G3_math_rank_bin,GT_math_rank_bin,absences_y,G1_port,G2_port,G3_port,GT_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_port_rank,G2_port_rank,G3_port_rank,GT_port_rank,G1_port_rank_bin,G2_port_rank_bin,G3_port_rank_bin,GT_port_rank_bin
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,50,0.9375,0.8421052631578947,0.8,0.8568868980963045,4,21,25,19,1,2,2,2,0,19,17,18,54,1.0,0.894736842105263,0.9473684210526315,0.9615384615384617,1,16,3,2,1,1,1,1
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,32,0.5,0.5789473684210527,0.5,0.5162374020156775,164,169,210,193,5,5,5,5,6,13,12,13,38,0.6842105263157894,0.631578947368421,0.6842105263157894,0.6538461538461537,153,233,195,214,4,4,4,4
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,35,0.5625,0.5789473684210527,0.6000000000000001,0.5715565509518477,129,169,132,153,4,5,4,4,0,13,13,13,39,0.6842105263157894,0.6842105263157894,0.6842105263157894,0.6730769230769231,153,153,195,181,4,4,4,4
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,30,0.4375,0.5263157894736842,0.5,0.477043673012318,203,204,210,217,5,5,5,5,0,8,10,9,27,0.42105263157894735,0.5263157894736842,0.47368421052631576,0.44230769230769235,558,422,550,540,7,6,7,7
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,35,0.625,0.5789473684210527,0.55,0.5758118701007838,96,169,163,153,4,5,5,4,8,10,11,12,33,0.5263157894736842,0.5789473684210527,0.631578947368421,0.5576923076923077,398,319,277,354,6,5,5,5
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,16,0.1875,0.2631578947368421,0.25,0.21724524076147814,363,367,350,358,8,8,7,8,4,7,8,9,24,0.3684210526315789,0.42105263157894735,0.47368421052631576,0.38461538461538464,600,577,550,592,8,7,7,8
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,56,1.0,0.9473684210526315,0.9500000000000001,0.9650615901455767,1,4,2,2,1,1,1,1,0,15,17,17,49,0.7894736842105263,0.894736842105263,0.894736842105263,0.8653846153846154,47,16,18,29,2,1,1,2
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,26,0.3125,0.42105263157894735,0.5,0.3986562150055991,285,300,210,287,6,6,5,6,4,10,11,12,33,0.5263157894736842,0.5789473684210527,0.631578947368421,0.5576923076923077,398,319,277,354,6,5,5,5
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,20,0.25,0.3157894736842105,0.35000000000000003,0.290481522956327,326,353,326,336,7,8,7,7,0,7,7,0,14,0.3684210526315789,0.3684210526315789,0.0,0.1923076923076923,600,617,635,638,8,8,9,9
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,32,0.5,0.5789473684210527,0.5,0.5162374020156775,164,169,210,193,5,5,5,5,4,14,15,16,45,0.7368421052631579,0.7894736842105263,0.8421052631578947,0.7884615384615385,82,61,47,73,3,2,2,3
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,11,0.1875,0.2631578947368421,0.0,0.13213885778275475,363,367,358,378,8,8,8,8,0,5,8,0,13,0.2631578947368421,0.42105263157894735,0.0,0.17307692307692307,642,577,635,641,9,7,9,9
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,16,0.1875,0.2631578947368421,0.25,0.21724524076147814,363,367,350,358,8,8,7,8,0,7,7,0,14,0.3684210526315789,0.3684210526315789,0.0,0.1923076923076923,600,617,635,638,8,8,9,9
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,12,0.25,0.2631578947368421,0.0,0.15341545352743557,326,367,358,376,7,8,8,8,4,10,11,10,31,0.5263157894736842,0.5789473684210527,0.5263157894736842,0.5192307692307692,398,319,453,422,6,5,6,6
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,46,0.6875,0.8421052631578947,0.8,0.7717805151175811,66,21,25,35,3,2,2,2,6,10,10,10,30,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5,398,422,453,451,6,6,6,6
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,33,0.5,0.631578947368421,0.5,0.5341545352743561,164,128,210,180,5,4,5,5,4,10,11,11,32,0.5263157894736842,0.5789473684210527,0.5789473684210527,0.5384615384615385,398,319,349,385,6,5,5,5
