school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1_port,G2_port,G3_port,GT_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_port_rank,G2_port_rank,G3_port_rank,GT_port_rank,G1_port_rank_bin,G2_port_rank_bin,G3_port_rank_bin,GT_port_rank_bin
GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,31,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,398,422,349,422,6,6,5,6
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,32,-0.14548077945226706,-0.1958196099225682,-0.5904309282144844,-0.3249819068428672,-0.14548077945226706,-0.1958196099225682,-0.5904309282144844,-0.3249819068428672,307,319,453,385,5,5,6,5
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,52,2.041786228992247,1.8650494739652166,1.887756120524079,2.0211164577395384,2.041786228992247,1.8650494739652166,1.887756120524079,2.0211164577395384,9,16,3,13,1,1,1,1
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,38,0.21906372195515192,0.14765857072539595,0.6486625961547973,0.35415973588492117,0.21906372195515192,0.14765857072539595,0.6486625961547973,0.35415973588492117,225,233,132,214,4,4,3,4
GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,39,0.21906372195515192,0.4911367513733601,0.6486625961547973,0.47396272200188555,0.21906372195515192,0.4911367513733601,0.6486625961547973,0.47396272200188555,225,153,132,181,4,4,3,4
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,36,0.21906372195515192,0.14765857072539595,0.029115833970156463,0.13806579941188055,0.21906372195515192,0.14765857072539595,0.029115833970156463,0.13806579941188055,225,233,277,277,4,4,5,5
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18,54,2.4063307303996657,2.2085276546131807,1.887756120524079,2.268070227521245,2.4063307303996657,2.2085276546131807,1.887756120524079,2.268070227521245,2,2,3,2,1,1,1,1
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14,40,0.5836082233625709,0.4911367513733601,0.6486625961547973,0.6011135056666284,0.5836082233625709,0.4911367513733601,0.6486625961547973,0.6011135056666284,153,153,132,160,4,4,3,4
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,44,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,82,61,83,87,3,2,3,3
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,51,2.041786228992247,1.8650494739652166,1.5779827394317587,1.913069489503018,2.041786228992247,1.8650494739652166,1.5779827394317587,1.913069489503018,9,16,18,20,1,1,1,1
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,47,1.3126972261774088,1.5215712933172525,1.2682093583394383,1.4309179678200474,1.3126972261774088,1.5215712933172525,1.2682093583394383,1.4309179678200474,47,36,47,48,2,2,2,2
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18,53,2.041786228992247,2.2085276546131807,1.887756120524079,2.1409194438565025,2.041786228992247,2.2085276546131807,1.887756120524079,2.1409194438565025,9,2,3,8,1,1,1,1
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19,56,2.4063307303996657,2.552005835261145,2.1975295016163994,2.49592018187473,2.4063307303996657,2.552005835261145,2.1975295016163994,2.49592018187473,2,1,1,1,1,1,1,1
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,44,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,82,61,83,87,3,2,3,3
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15,44,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,82,61,83,87,3,2,3,3
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,40,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,82,153,195,160,3,4,4,4
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,41,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,153,99,132,138,4,3,3,3
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17,50,1.677241727584828,1.8650494739652166,1.5779827394317587,1.785918705838275,1.677241727584828,1.8650494739652166,1.5779827394317587,1.785918705838275,25,16,18,27,1,1,1,2
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,53,2.4063307303996657,2.2085276546131807,1.5779827394317587,2.1600232592847246,2.4063307303996657,2.2085276546131807,1.5779827394317587,2.1600232592847246,2,2,18,8,1,1,1,1
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,44,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,82,61,83,87,3,2,3,3
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,22,-1.603658785081943,-1.5697323325144248,-1.2099776903991253,-1.5288909224427363,-1.603658785081943,-1.5697323325144248,-1.2099776903991253,-1.5288909224427363,600,617,585,609,8,8,8,8
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16,48,1.677241727584828,1.5215712933172525,1.2682093583394383,1.5580687514847902,1.677241727584828,1.5215712933172525,1.2682093583394383,1.5580687514847902,25,36,47,36,1,2,2,2
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,54,2.4063307303996657,2.2085276546131807,1.887756120524079,2.268070227521245,2.4063307303996657,2.2085276546131807,1.887756120524079,2.268070227521245,2,2,3,2,1,1,1,1
GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,30,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,493,422,349,451,6,6,5,6
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,44,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,0.9481527247699899,1.1780931126692884,0.9584359772471177,1.07591722980182,82,61,83,87,3,2,3,3
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,31,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,398,422,349,422,6,6,5,6
GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11,31,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,398,422,349,422,6,6,5,6
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15,39,0.21906372195515192,0.14765857072539595,0.9584359772471177,0.46220670412144155,0.21906372195515192,0.14765857072539595,0.9584359772471177,0.46220670412144155,225,233,83,181,4,4,3,4
GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,37,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,307,233,132,239,5,4,3,4
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17,48,1.3126972261774088,1.5215712933172525,1.5779827394317587,1.538964936056568,1.3126972261774088,1.5215712933172525,1.5779827394317587,1.538964936056568,47,36,18,36,2,2,1,2
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,46,0.9481527247699899,1.1780931126692884,1.5779827394317587,1.2920111662748606,0.9481527247699899,1.1780931126692884,1.5779827394317587,1.2920111662748606,82,61,18,60,3,2,1,2
GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15,39,0.21906372195515192,0.14765857072539595,0.9584359772471177,0.46220670412144155,0.21906372195515192,0.14765857072539595,0.9584359772471177,0.46220670412144155,225,233,83,181,4,4,3,4
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17,47,1.3126972261774088,1.1780931126692884,1.5779827394317587,1.4191619499396035,1.3126972261774088,1.1780931126692884,1.5779827394317587,1.4191619499396035,47,61,18,48,2,2,1,2
GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14,37,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,307,233,132,239,5,4,3,4
GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,31,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,307,422,453,422,5,6,6,6
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13,36,0.21906372195515192,-0.1958196099225682,0.3388892150624769,0.12630978153143652,0.21906372195515192,-0.1958196099225682,0.3388892150624769,0.12630978153143652,225,319,195,277,4,5,4,5
GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,37,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,307,233,132,239,5,4,3,4
GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17,46,0.9481527247699899,1.1780931126692884,1.5779827394317587,1.2920111662748606,0.9481527247699899,1.1780931126692884,1.5779827394317587,1.2920111662748606,82,61,18,60,3,2,1,2
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,46,1.3126972261774088,0.8346149320213242,1.5779827394317587,1.299358963822639,1.3126972261774088,0.8346149320213242,1.5779827394317587,1.299358963822639,47,99,18,60,2,3,1,2
GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13,37,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,225,233,195,239,4,4,4,4
GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,37,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,307,233,132,239,5,4,3,4
GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11,28,-1.2391142836745241,-0.8827759712184965,-0.28065754712216395,-0.8379932618345037,-1.2391142836745241,-0.8827759712184965,-0.28065754712216395,-0.8379932618345037,558,505,349,519,7,7,5,7
GP,F,19,U,GT3,T,1,1,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,31,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,-0.510025280859686,-0.5392977905705323,-0.28065754712216395,-0.46388870838805396,398,422,349,422,6,6,5,6
GP,F,19,U,LE3,A,1,1,other,other,course,other,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,25,-1.2391142836745241,-1.2262541518664605,-0.9002043093068048,-1.1738901844245087,-1.2391142836745241,-1.2262541518664605,-0.9002043093068048,-1.1738901844245087,558,577,550,580,7,7,7,8
GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,30,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,398,422,453,451,6,6,6,6
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13,40,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,82,153,195,160,3,4,4,4
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,32,-0.14548077945226706,-0.1958196099225682,-0.5904309282144844,-0.3249819068428672,-0.14548077945226706,-0.1958196099225682,-0.5904309282144844,-0.3249819068428672,307,319,453,385,5,5,6,5
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,52,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,9,2,18,13,1,1,1,1
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15,43,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,82,99,83,108,3,3,3,3
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14,42,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,82,99,132,123,3,3,3,3
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,40,0.5836082233625709,0.8346149320213242,0.3388892150624769,0.6128695235470724,0.5836082233625709,0.8346149320213242,0.3388892150624769,0.6128695235470724,153,99,195,160,4,3,4,4
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,52,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,2.041786228992247,2.2085276546131807,1.5779827394317587,2.032872475619982,9,2,18,13,1,1,1,1
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10,31,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,307,422,453,422,5,6,6,6
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13,38,0.5836082233625709,0.14765857072539595,0.3388892150624769,0.37326355131314365,0.5836082233625709,0.14765857072539595,0.3388892150624769,0.37326355131314365,153,233,195,214,4,4,4,4
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,44,1.3126972261774088,0.8346149320213242,0.9584359772471177,1.0832650273495983,1.3126972261774088,0.8346149320213242,0.9584359772471177,1.0832650273495983,47,99,83,87,2,3,3,3
GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,34,-0.14548077945226706,0.14765857072539595,-0.28065754712216395,-0.09713195248938251,-0.14548077945226706,0.14765857072539595,-0.28065754712216395,-0.09713195248938251,307,233,349,329,5,4,5,5
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,34,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,307,319,277,329,5,5,5,5
GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,31,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,307,422,453,422,5,6,6,6
GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10,29,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,398,505,453,493,6,7,6,6
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15,45,1.3126972261774088,1.1780931126692884,0.9584359772471177,1.2030680134665626,1.3126972261774088,1.1780931126692884,0.9584359772471177,1.2030680134665626,47,61,83,73,2,2,3,3
GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15,44,1.3126972261774088,0.8346149320213242,0.9584359772471177,1.0832650273495983,1.3126972261774088,0.8346149320213242,0.9584359772471177,1.0832650273495983,47,99,83,87,2,3,3,3
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12,33,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,398,319,277,354,6,5,5,5
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,31,-0.510025280859686,-0.8827759712184965,0.029115833970156463,-0.47564472626849796,-0.510025280859686,-0.8827759712184965,0.029115833970156463,-0.47564472626849796,398,505,277,422,6,7,5,6
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14,41,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,82,153,132,138,3,4,3,3
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14,38,-0.14548077945226706,0.4911367513733601,0.6486625961547973,0.34681193833714286,-0.14548077945226706,0.4911367513733601,0.6486625961547973,0.34681193833714286,307,153,132,214,5,4,3,4
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15,40,0.21906372195515192,0.4911367513733601,0.9584359772471177,0.5820096902384059,0.21906372195515192,0.4911367513733601,0.9584359772471177,0.5820096902384059,225,153,83,160,4,4,3,4
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15,43,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,82,99,83,108,3,3,3,3
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16,44,0.9481527247699899,0.8346149320213242,1.2682093583394383,1.064161211921376,0.9481527247699899,0.8346149320213242,1.2682093583394383,1.064161211921376,82,99,47,87,3,3,2,3
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13,37,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,225,233,195,239,4,4,4,4
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17,49,1.677241727584828,1.5215712933172525,1.5779827394317587,1.6661157197213108,1.677241727584828,1.5215712933172525,1.5779827394317587,1.6661157197213108,25,36,18,29,1,2,1,2
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14,36,-0.510025280859686,0.14765857072539595,0.6486625961547973,0.09985816855543574,-0.510025280859686,0.14765857072539595,0.6486625961547973,0.09985816855543574,398,233,132,277,6,4,3,5
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14,37,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,-0.14548077945226706,0.14765857072539595,0.6486625961547973,0.22700895222017844,307,233,132,239,5,4,3,4
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17,47,0.9481527247699899,1.5215712933172525,1.5779827394317587,1.4118141523918253,0.9481527247699899,1.5215712933172525,1.5779827394317587,1.4118141523918253,82,36,18,48,3,2,1,2
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17,46,1.3126972261774088,0.8346149320213242,1.5779827394317587,1.299358963822639,1.3126972261774088,0.8346149320213242,1.5779827394317587,1.299358963822639,47,99,18,60,2,3,1,2
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14,41,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,82,153,132,138,3,4,3,3
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,36,-0.14548077945226706,0.14765857072539595,0.3388892150624769,0.11896198398365813,-0.14548077945226706,0.14765857072539595,0.3388892150624769,0.11896198398365813,307,233,195,277,5,4,4,5
GP,F,17,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15,42,0.21906372195515192,1.1780931126692884,0.9584359772471177,0.8216156624723345,0.21906372195515192,1.1780931126692884,0.9584359772471177,0.8216156624723345,225,61,83,123,4,2,3,3
GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16,44,0.21906372195515192,1.5215712933172525,1.2682093583394383,1.0494656168258192,0.21906372195515192,1.5215712933172525,1.2682093583394383,1.0494656168258192,225,36,47,87,4,2,2,3
GP,F,19,U,LE3,A,2,3,at_home,other,home,other,2,1,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11,32,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,398,319,349,385,6,5,5,5
